999,363,58,4,0
1999,354,61,4,0
2999,363,55,4,0
3999,368,59,4,0
4999,363,64,4,0
5999,363,70,4,0
6999,363,67,4,0
7999,365,62,4,0
8999,361,63,4,0
9999,360,61,4,0
10999,367,54,4,0
11999,361,63,4,0
12999,355,63,4,0
13999,358,60,4,0
14999,366,58,4,0
15999,362,65,4,0
16999,351,64,4,0
17999,362,65,4,0
18999,362,59,4,0
19999,361,63,4,0
20999,357,67,4,0
21999,366,46,4,0
22999,358,75,4,0
23999,354,70,4,0
24999,363,58,4,0
25999,358,63,4,0
26999,366,58,4,0
27999,361,57,4,0
28999,363,55,4,0
29999,364,66,4,0
30999,369,49,4,0
31999,354,73,4,0
32999,367,57,4,0
33999,365,68,4,0
34999,367,66,4,0
35999,361,84,4,0
36999,362,65,4,0
37999,362,68,4,0
38999,367,57,4,0
39999,361,69,4,0
40999,358,72,4,0
41999,362,56,4,0
42999,360,70,4,0
43999,367,63,4,0
44999,365,59,4,0
45999,362,53,4,0
46999,361,66,4,0
47999,364,63,4,0
48999,363,67,4,0
49999,360,61,4,0
50999,361,66,4,0
51999,366,49,4,0
52999,366,49,4,0
53999,356,59,4,0
54999,367,54,4,0
55999,369,67,4,0
56999,364,66,4,0
57999,359,71,4,0
58999,371,47,4,0
59999,361,57,4,0
60999,361,60,4,0
61999,355,75,4,0
62999,361,63,4,0
63999,366,55,4,0
64999,361,60,4,0
65999,366,46,4,0
66999,359,62,4,0
67999,364,57,4,0
68999,360,70,4,0
69999,362,65,4,0
70999,362,53,4,0
71999,368,56,4,0
72999,360,64,4,0
73999,363,61,4,0
74999,368,62,4,0
75999,369,55,4,0
76999,369,67,4,0
77999,357,61,4,0
78999,360,73,4,0
79999,356,77,4,0
80999,357,61,4,0
81999,365,71,4,0
82999,364,57,4,0
83999,364,51,4,0
84999,361,63,4,0
85999,362,68,4,0
86999,355,63,4,0
87999,368,50,4,0
88999,363,70,4,0
89999,361,51,4,0
90999,366,55,4,0
91999,356,71,4,0
92999,365,56,4,0
93999,364,69,4,0
94999,360,64,4,0
95999,360,61,4,0
96999,363,61,4,0
97999,367,60,4,0
98999,343,75,4,0
99999,366,58,4,0
100999,360,64,4,0
101999,361,63,4,0
102999,367,51,4,0
103999,362,71,4,0
104999,362,62,4,0
105999,363,58,4,0
106999,363,55,4,0
107999,359,62,4,0
108999,366,52,4,0
109999,361,51,4,0
110999,368,65,4,0
111999,359,65,4,0
112999,360,58,4,0
113999,365,59,4,0
114999,359,74,4,0
115999,354,64,4,0
116999,363,73,4,0
117999,368,59,4,0
118999,360,64,4,0
119999,365,56,4,0
120999,362,50,4,0
121999,359,65,4,0
122999,366,55,4,0
123999,353,65,4,0
124999,363,67,4,0
125999,357,70,4,0
126999,362,71,4,0
127999,362,71,4,0
128999,364,51,4,0
129999,359,56,4,0
130999,362,68,4,0
131999,362,56,4,0
132999,363,61,4,0
133999,354,73,4,0
134999,360,67,4,0
135999,364,60,4,0
136999,363,64,4,0
137999,360,73,4,0
138999,362,56,4,0
139999,364,60,4,0
140999,365,56,4,0
141999,360,67,4,0
142999,366,61,4,0
143999,365,59,4,0
144999,363,58,4,0
145999,365,56,4,0
146999,360,61,4,0
147999,362,68,4,0
148999,361,66,4,0
149999,360,73,4,0
150999,368,59,4,0
151999,361,60,4,0
152999,360,79,4,0
153999,358,66,4,0
154999,358,60,4,0
155999,361,66,4,0
156999,357,64,4,0
157999,363,61,4,0
158999,359,65,4,0
159999,366,55,4,0
160999,369,55,4,0
161999,365,68,4,0
162999,363,64,4,0
163999,359,59,4,0
164999,359,65,4,0
165999,355,66,4,0
166999,359,62,4,0
167999,362,62,4,0
168999,366,64,4,0
169999,365,53,4,0
170999,364,54,4,0
171999,364,63,4,0
172999,356,62,4,0
173999,354,64,4,0
174999,364,60,4,0
175999,360,55,4,0
176999,368,50,4,0
177999,365,65,4,0
178999,364,78,4,0
179999,360,70,4,0
180999,367,69,4,0
181999,359,65,4,0
182999,369,52,4,0
183999,370,51,4,0
184999,346,72,4,0
185999,366,61,4,0
186999,337,78,4,0
187999,363,58,4,0
188999,369,64,4,0
189999,359,65,4,0
190999,361,72,4,0
191999,366,43,4,0
192999,358,60,4,0
193999,362,71,4,0
194999,358,66,4,0
195999,360,58,4,0
196999,360,61,4,0
197999,364,51,4,0
198999,359,53,4,0
199999,358,57,4,0
200999,362,56,4,0
201999,362,59,4,0
202999,356,56,4,0
203999,361,57,4,0
204999,363,67,4,0
205999,339,82,4,0
206999,354,64,4,0
207999,339,79,4,0
208999,365,53,4,0
209999,358,69,4,0
210999,368,50,4,0
211999,357,70,4,0
212999,357,67,4,0
213999,365,59,4,0
214999,359,68,4,0
215999,343,78,4,0
216999,366,61,4,0
217999,359,74,4,0
218999,370,54,4,0
219999,371,53,4,0
220999,354,67,4,0
221999,368,53,4,0
222999,358,66,4,0
223999,366,58,4,0
224999,366,46,4,0
225999,361,69,4,0
226999,361,63,4,0
227999,363,61,4,0
228999,346,72,4,0
229999,362,56,4,0
230999,365,65,4,0
231999,362,59,4,0
232999,353,80,4,0
233999,354,73,4,0
234999,362,59,4,0
235999,364,66,4,0
236999,359,56,4,0
237999,358,72,4,0
238999,360,61,4,0
239999,357,70,4,0
240999,361,60,4,0
241999,366,64,4,0
242999,362,71,4,0
243999,365,56,4,0
244999,360,58,4,0
245999,363,67,4,0
246999,357,73,4,0
247999,361,60,4,0
248999,363,55,4,0
249999,362,62,4,0
250999,363,61,4,0
251999,368,65,4,0
252999,362,59,4,0
253999,365,50,4,0
