100,160.37,15376.9
200,165.81,15759.4
300,146.02,14771
400,154.85,15283
500,136.66,14251.8
600,151.67,15225.9
700,149.92,14874.5
800,131.77,14125.6
900,136.53,14299.9
1000,155.02,15225
1100,141.53,14360.5
1200,154.63,15359.6
1300,143.49,14559
1400,156.23,15184.6
1500,151.58,14834.8
1600,150.36,15002.9
1700,143.83,14683.5
1800,151.99,14891.2
1900,152.72,15017.8
2000,145.63,14371.1
2100,152.27,14972.9
2200,150.29,14694.2
2300,141.63,14552.5
2400,148.6,14845.4
2500,150.67,15293
2600,157.88,15432.5
2700,145.5,14577.3
2800,164.84,15703.4
2900,149.29,14687.8
3000,145.02,14561.8
3100,152.56,15011.5
3200,137.07,14176.7
3300,139.27,14264
3400,150.36,14698.5
3500,142.06,14525.5
3600,163.34,15802
3700,152.68,15495
3800,150.89,14979.1
3900,147.6,14771.2
4000,155.99,15097.7
4100,150.46,14937.3
4200,154.62,15282.3
4300,150.44,15403.2
4400,152.21,14954
4500,162.97,15790.9
4600,154.96,15217.5
4700,153.58,15141.4
4800,137.37,14513.9
4900,141.93,14530.9
5000,146.62,14762
5100,153.1,14818
5200,146.79,14801.1
5300,148.34,14996.6
5400,142.01,14754.8
5500,131.29,14096.3
5600,158.31,15564
5700,149.35,14905
5800,138.25,14611.9
5900,133.35,14053.7
6000,150.36,14706.3
6100,161.81,15578.9
6200,151.24,15264.1
6300,149.39,15093.9
6400,162.58,15946.1
6500,136.25,14119.5
6600,157.54,15333
6700,149.7,15106.3
6800,134.24,14179.8
6900,149.96,15188.8
7000,150.23,15026.3
7100,141.65,14451.1
7200,168.18,16293.2
7300,152.3,15140.9
7400,145.74,14854.6
7500,139.59,14415.7
7600,137.28,14005.9
7700,150.48,14884.5
7800,153.62,15275.1
7900,140.55,14344.1
8000,146.58,15052.1
8100,140.5,14293.3
8200,156.25,15553.5
8300,146.25,14716.3
8400,147.76,14758.8
8500,138.63,14593.9
8600,149.53,15181
8700,139.02,14467.3
8800,145.25,14795.1
8900,129.11,13593.4
9000,143.18,14534.9
9100,151.63,14836.3
9200,153.24,15040.7
9300,153.22,15328.3
9400,135.16,14014
9500,138.69,14209.6
9600,140.56,14570.3
9700,157.77,15514.8
9800,139.23,14421.4
9900,153.03,15353.3
10000,133.32,13646.9
10100,158,15174.6
10200,150.37,15256.3
10300,147.64,14686.7
10400,155.91,15232.7
10500,141.36,14326.5
10600,157.67,15146.3
10700,145.35,14446
10800,143.16,14846.3
10900,147.82,14709.2
11000,162.66,15361.1
11100,147.64,14861.8
11200,148.84,14817.8
11300,142.27,14582.9
11400,145.67,14561.7
11500,152.65,15208.3
11600,144.4,14689.7
11700,152.66,15024.5
11800,152.07,15163.1
11900,157.04,15497.1
12000,150.92,14831.8
12100,143.34,14663.6
12200,163.64,15745.4
12300,148.98,14576.8
12400,154.04,15486.1
12500,150.19,14662.2
12600,143.39,14588.5
12700,147.91,14913
12800,149.78,14646.6
12900,159.99,15715
13000,143.97,14568.2
13100,134.95,13703.2
13200,146.22,14728.6
13300,145.34,14748.5
13400,149.45,15094.2
13500,162.92,15504.7
13600,131.97,13956
13700,164.62,15683.9
13800,148.57,14973.1
13900,151.42,15047.9
14000,156.01,15486.5
14100,129.52,13882.3
14200,152.59,14866
14300,142.47,14677.7
14400,144.37,14502.8
14500,148.01,14996.7
14600,150.91,14872.1
14700,157.74,15387.8
14800,154.19,15338.5
14900,153.83,15543.3
15000,152.99,15084.5
15100,164.98,15952.7
15200,146.9,14458.5
15300,127.91,13520.4
15400,141.19,14341.2
15500,138.73,14443.1
15600,140.36,14248.2
15700,138.36,14276.8
15800,153.05,15196.7
15900,140.94,14624.9
16000,150.88,15181.9
16100,149.25,14964
16200,147.32,15063.9
16300,149.81,15309.1
16400,155.46,15510.4
16500,149.36,14811.1
16600,152.19,15189.4
16700,139.59,14641.3
16800,153.08,14953.9
16900,160.45,15452
17000,143.9,14428.9
17100,155.8,15225.9
17200,146.3,14805.2
17300,156.27,15369.1
17400,139.96,14353.2
17500,143.31,14532.5
17600,150.47,14774.2
17700,157.63,15378.4
17800,155.09,15099.8
17900,147.13,15082.9
18000,142.09,14582.2
18100,134.49,14134.4
18200,145.91,14660.7
18300,148.03,15010.6
18400,137.21,14370
18500,151.65,14886.2
18600,158.78,15401.9
18700,152.17,14967.6
18800,165.28,15702.8
18900,135.02,14204.2
19000,134.72,14066.4
19100,133.54,14018.6
19200,161.88,15496.6
19300,143.38,14749
19400,143.02,14826
19500,130.44,13917.5
19600,137.79,14177.9
19700,156.51,14923.1
19800,146.49,15028.5
19900,152.42,14741.4
20000,152.77,14832.9
20100,157.4,15628.4
20200,156.52,15170.6
20300,135.27,14098.7
20400,159.72,15667.9
20500,149.49,14750.2
20600,130.1,13896.5
20700,160.94,15737.8
20800,136.34,14237.7
20900,142.1,14433.7
21000,145.42,14572.5
21100,139.64,14167.9
21200,138.51,14353.4
21300,151.32,14801.1
21400,138.52,14094
21500,147.25,14719.9
21600,148.36,15036.6
21700,145.15,14665.9
21800,154.1,15154.9
21900,155.26,15196.9
22000,142.66,14309.8
22100,130.95,13815.6
22200,148.99,14670.6
22300,148.04,14570.1
22400,155.18,15242.4
22500,148.96,15148
22600,138.48,14208.2
22700,142.43,14611.2
22800,161.48,15743.2
22900,138.81,14382.5
23000,144.08,14336.1
23100,136.47,14177.5
23200,158.45,15429.3
23300,155.51,14999.6
23400,155.7,15207.8
23500,158.69,15360.9
23600,136.21,14271
23700,145.43,14646.8
23800,134.26,14196.8
23900,136.13,14222.5
24000,134.08,13952.2
24100,148.91,14769.7
24200,151.55,15062.6
24300,151.82,15143.1
24400,152.26,15493.8
24500,145.47,14802.5
24600,152.3,15038
24700,143.61,14619.7
